steig_id;stop_id;name;rbl;direction
1111372973;1085621369;"Sievering";1191;"H"
1111372974;1085621369;"Sievering";1192;"H"
1111372975;1085621381;"Silbergasse";1289;"H"
1111372976;1085618450;"Oberdöbling";1215;"H"
1111372977;1085613965;"Börnergasse";1229;"H"
1111372978;1085619584;"Saarplatz";2962;"H"
1111372979;1085614608;"Neustift, Agnesgasse";1359;"H"
1111372980;1085616999;"Heiligenstadt";1206;"H"
1111372981;1085614105;"Daringergasse";1187;"H"
1111372982;1085619655;"Sauerburggasse";1186;"H"
1111373001;1085624017;"Ährengrubenweg";1374;"R"
1111373002;1085616262;"Obkirchergasse";1193;"R"
1111373003;1085616298;"Fröschelgasse";1249;"R"
1111373004;1085615187;"Barawitzkagasse";2988;"R"
1111373005;1085615242;"Bellevuestraße";1195;"R"
1111373006;1085618087;"Karthäuserstraße";1194;"R"
1111373007;1085616696;"Gunoldstraße";2989;"R"
1111373008;1085621369;"Sievering";1192;"R"
1111373009;1085621381;"Silbergasse";2986;"R"
1111373010;1085618450;"Oberdöbling";1226;"R"
1111373011;1085613965;"Börnergasse";1266;"R"
1111373012;1085619584;"Saarplatz";2987;"R"
1111373013;1085614608;"Neustift, Agnesgasse";1359;"R"
1111373014;1085616999;"Heiligenstadt";1206;"R"
1111373015;1085614105;"Daringergasse";1196;"R"
1111373016;1085619655;"Sauerburggasse";1197;"R"
1111373035;1085621773;"Sternwartestraße";1275;"H"
1111373036;1085615973;"Döblinger Friedhof/Felix-Dahn-Str.";1285;"H"
1111373037;1085622928;"Währinger Park";1231;"H"
1111373038;1085622932;"Währinger Straße-Volksoper";1274;"H"
1111373039;1085614718;"Nußdorfer Straße/Alserbachstraße";1273;"H"
1111373040;1085618760;"Peter-Jordan-Straße";1290;"H"
1111373041;1085615203;"Bauernfeldplatz";1272;"H"
1111373042;1085613584;"Berggasse";1271;"H"
1111373043;1085613722;"Borkowskigasse";1291;"H"
1111373044;1085616754;"Gymnasiumstraße";1276;"H"
1111373045;1085619809;"Schottentor";1303;"H"
1111373046;1085616565;"Gregor-Mendel-Straße";1280;"H"
1111373047;1085614069;"Cottagegasse";1279;"H"
1111373048;1085614289;"Dänenstraße";2966;"H"
1111373049;1085620158;"Linnéplatz";1281;"H"
1111373069;1085620954;"Liechtensteinstr./Schottentor";1325;"R"
1111373070;1085621773;"Sternwartestraße";1298;"R"
1111373071;1085615973;"Döblinger Friedhof/Felix-Dahn-Str.";1285;"R"
1111373072;1085622928;"Währinger Park";1296;"R"
1111373073;1085622932;"Währinger Straße-Volksoper";1299;"R"
1111373074;1085614718;"Nußdorfer Straße/Alserbachstraße";383;"R"
1111373075;1085615203;"Bauernfeldplatz";1301;"R"
1111373076;1085613584;"Berggasse";1302;"R"
1111373077;1085616754;"Gymnasiumstraße";1297;"R"
1111373078;1085619809;"Schottentor";1303;"R"
1111373079;1085616565;"Gregor-Mendel-Straße";1294;"R"
1111373080;1085613969;"Börse";1270;"R"
1111373081;1085614069;"Cottagegasse";1295;"R"
1111373082;1085614289;"Dänenstraße";1282;"R"
1111373083;1085614298;"Döblinger Friedhof";1284;"R"
1111373084;1085620158;"Linnéplatz";1293;"R"
1111373085;1085617401;"Hugo-Wolf-Park";1283;"R"
1111373212;1085621705;"Barthgasse";3827;"H"
1111373213;1085621763;"Hermine-Jursa-Gasse";3828;"H"
1111373214;1085621816;"Maria-Jacobi-Gasse";3829;"H"
1111373215;1085621854;"Neu Marx";3830;"H"
1111373216;1085623146;"Rustenschacherallee";2146;"H"
1111373217;1085623212;"Klaschkaweg";2430;"H"
1111373218;1085622854;"Wittelsbachstraße";2104;"H"
1111373219;1085617698;"Josef-Gall-Gasse";2103;"H"
1111373220;1085622401;"Vivariumstraße";2101;"H"
1111373221;1085616250;"Friedensgasse";2105;"H"
1111373222;1085618953;"Praterstern";2100;"H"
1111373223;1085615520;"Kurzbauergasse";2102;"H"
1111373224;1085619970;"Schlachthausgasse";2672;"H"
1111373225;1085620039;"Schüttelstraße";2108;"H"
1111373226;1085620228;"Lukschgasse";2106;"H"
1111373227;1085620260;"Ludwig-Koeßler-Platz";2505;"H"
1111373245;1085621763;"Hermine-Jursa-Gasse";3832;"R"
1111373246;1085621816;"Maria-Jacobi-Gasse";3831;"R"
1111373247;1085621854;"Neu Marx";3830;"R"
1111373248;1085622854;"Wittelsbachstraße";2114;"R"
1111373249;1085617698;"Josef-Gall-Gasse";2115;"R"
1111373250;1085616190;"Franzensbrücke";2117;"R"
1111373251;1085616250;"Friedensgasse";2113;"R"
1111373252;1085615223;"Baumgasse";3833;"R"
1111373253;1085618953;"Praterstern";2100;"R"
1111373254;1085615520;"Kurzbauergasse";2116;"R"
1111373255;1085619970;"Schlachthausgasse";3834;"R"
1111373256;1085620039;"Schüttelstraße";2111;"R"
1111373257;1085620228;"Lukschgasse";2112;"R"
1111373258;1085620260;"Ludwig-Koeßler-Platz";2504;"R"
1111373658;1085623975;"Stranitzkygasse";2633;"H"
1111373659;1085622126;"Theergasse";1769;"H"
1111373660;1085615970;"Wattmanng./Elisabethallee";1719;"H"
1111373661;1085620647;"Montecuccoliplatz";1707;"H"
1111373662;1085622602;"Weißenthurngasse";1772;"H"
1111373663;1085614787;"Am Fasangarten";1777;"H"
1111373664;1085616343;"Gatterhölzl";1770;"H"
1111373665;1085616365;"Gaßmannstraße";1773;"H"
1111373666;1085618410;"Küniglberg/ORF-Zentrum";1729;"H"
1111373667;1085618780;"Meidling";500;"H"
1111373668;1085615336;"Klimtgasse";1700;"H"
1111373669;1085616550;"Graf-Seilern-Gasse";1774;"H"
1111373670;1085621456;"Meidling S+U, Eichenstraße";2567;"H"
1111373671;1085617325;"Hohenbergstraße";1832;"H"
1111373672;1085617330;"Hohenfelsplatz";1771;"H"
1111373689;1085623975;"Stranitzkygasse";1787;"R"
1111373690;1085622126;"Theergasse";1788;"R"
1111373691;1085622146;"Edelsinnstraße";1783;"R"
1111373692;1085620647;"Montecuccoliplatz";1799;"R"
1111373693;1085622602;"Weißenthurngasse";1785;"R"
1111373694;1085614787;"Am Fasangarten";1820;"R"
1111373695;1085616365;"Gaßmannstraße";1784;"R"
1111373696;1085618410;"Küniglberg/ORF-Zentrum";1729;"R"
1111373697;1085618410;"Küniglberg/ORF-Zentrum";1722;"R"
1111373698;1085618780;"Meidling";518;"R"
1111373699;1085615336;"Klimtgasse";1733;"R"
1111373700;1085621456;"Meidling S+U, Eichenstraße";2567;"R"
1111373701;1085617325;"Hohenbergstraße";1795;"R"
1111373702;1085617330;"Hohenfelsplatz";1786;"R"
1111374480;1085623939;"Absbergbrücke";4842;"H"
1111374481;1097899526;"An der Kuhtrift";3914;"H"
1111374482;1085623580;"Gartenschaugasse";3796;"H"
1111374483;1085622130;"Theodor-Sickel-Gasse";2994;"H"
1111374484;1085616011;"Filmteichstraße";3795;"H"
1111374485;1085622500;"Waldgasse";2990;"H"
1111374486;1085622311;"Urselbrunnengasse";2993;"H"
1111374487;1085619348;"Reumannplatz";2007;"H"
1111374488;1085618349;"Oberlaa";3387;"H"
1111374489;1085621337;"Siedlung Südost";793;"H"
1111374490;1085613865;"Bergtaidingweg";3797;"H"
1111374491;1085615480;"Kronawettergasse";2996;"H"
1111374492;1085619090;"Quellenplatz";4804;"H"
1111374493;1085614389;"Eisenstadtplatz";2992;"H"
1111374508;1085623939;"Absbergbrücke";2629;"R"
1111374509;1085623580;"Gartenschaugasse";3799;"R"
1111374510;1085622130;"Theodor-Sickel-Gasse";3016;"R"
1111374511;1085616011;"Filmteichstraße";3013;"R"
1111374512;1085622311;"Urselbrunnengasse";3017;"R"
1111374513;1085619348;"Reumannplatz";2579;"R"
1111374514;1085618349;"Oberlaa";3387;"R"
1111374515;1085621337;"Siedlung Südost";802;"R"
1111374516;1085613865;"Bergtaidingweg";3798;"R"
1111374517;1085615480;"Kronawettergasse";3014;"R"
1111374518;1085619090;"Quellenplatz";4804;"R"
1111374519;1085614389;"Eisenstadtplatz";3018;"R"
1111374948;1085624162;"Stadlauer Brücke";607;"H"
1111374949;1085623440;"Schipanygasse";2694;"H"
1111374950;1085621630;"Praterkai";2699;"H"
1111374951;1085622850;"Winterhafen";5829;"H"
1111374952;1085616032;"Dammhaufengasse";5826;"H"
1111374953;1085623264;"Seitenhafenbrücke";5067;"H"
1111374954;1085623091;"Freudenauer Hafenbrücke";5832;"H"
1111374955;1085623097;"Seitenhafenstraße";5843;"H"
1111374956;1085620721;"Kaiserebersdorf, Münnichplatz";2360;"H"
1111374957;1085616219;"Kraftwerk Freudenau";5831;"H"
1111374958;1085616219;"Kraftwerk Freudenau";5834;"H"
1111374959;1085622726;"Jedletzbergerstraße";3838;"H"
1111374960;1085617888;"Kaiserebersdorf, Zinnergasse";5043;"H"
1111374961;1085618199;"Donaumarina U, Chrastekgasse";5824;"H"
1111374962;1085615067;"Artillerieplatz";5042;"H"
1111374963;1085615071;"Aspernallee";5825;"H"
1111374964;1085613670;"Alberner Hafenzufahrtsstraße West";5005;"H"
1111374965;1085618947;"Praterbrücke";2536;"H"
1111374966;1085616848;"Kaiserebersdorf, Dreherstr.";2353;"H"
1111374967;1085613891;"Grünhaufenbrücke";5827;"H"
1111374969;1085614648;"Alberner Hafenzufahrtsstr.";5034;"H"
1111374970;1085615615;"Landwehrstraße";5041;"H"
1111374971;1085614034;"Hafen Freudenau";5830;"H"
1111374972;1085617053;"Hellingstraße";5840;"H"
1111374973;1085617171;"Freudenauer Hafenstraße";5828;"H"
1111374974;1085614439;"Donaumarina";5790;"H"
1111374975;1085620317;"Margetinstraße";5004;"H"
1111375009;1085624141;"Aspernallee/Schule";2537;"R"
1111375010;1085624141;"Aspernallee/Schule";2535;"R"
1111375011;1085623436;"Marathonweg";612;"R"
1111375012;1085623440;"Schipanygasse";2693;"R"
1111375013;1085621630;"Praterkai";2692;"R"
1111375014;1085622850;"Winterhafen";5836;"R"
1111375015;1085616032;"Dammhaufengasse";5839;"R"
1111375016;1085623264;"Seitenhafenbrücke";5068;"R"
1111375017;1085622327;"Valiergasse";2362;"R"
1111375018;1085623091;"Freudenauer Hafenbrücke";5832;"R"
1111375019;1085623097;"Seitenhafenstraße";5841;"R"
1111375020;1085616219;"Kraftwerk Freudenau";5831;"R"
1111375022;1085622726;"Jedletzbergerstraße";3840;"R"
1111375023;1085617888;"Kaiserebersdorf, Zinnergasse";5044;"R"
1111375024;1085618199;"Donaumarina U, Chrastekgasse";5824;"R"
1111375025;1085615067;"Artillerieplatz";5045;"R"
1111375026;1085613670;"Alberner Hafenzufahrtsstraße West";5022;"R"
1111375027;1085618129;"Dreherstraße/Hoefftgasse";2341;"R"
1111375028;1085618947;"Praterbrücke";611;"R"
1111375029;1085616848;"Kaiserebersdorf, Dreherstr.";2353;"R"
1111375030;1085613891;"Grünhaufenbrücke";5838;"R"
1111375031;1085614648;"Alberner Hafenzufahrtsstr.";5021;"R"
1111375032;1085615615;"Landwehrstraße";5046;"R"
1111375033;1085614034;"Hafen Freudenau";5835;"R"
1111375034;1085617053;"Hellingstraße";5842;"R"
1111375035;1085617171;"Freudenauer Hafenstraße";5837;"R"
1111375036;1085617293;"Hoefftgasse";2361;"R"
1111375037;1085620232;"Lusthaus/Aspernallee";2139;"R"
1111375038;1085614439;"Donaumarina";659;"R"
1111375039;1085620317;"Margetinstraße";5023;"R"
1111375063;1085619773;"Schottenring";79;"H"
1111375064;1085619809;"Schottentor";46;"H"
1111375065;1085618677;"Parlament";48;"H"
1111375070;1085618535;"Oper/Karlsplatz U";51;"H"
1111375071;1085613945;"Burgring";50;"H"
1111375072;1085613954;"Rathausplatz/Burgtheater";47;"H"
1111375073;1085613969;"Börse";45;"H"
1111375076;1085614251;"Ring/Volkstheater U";49;"H"
1111375107;1085619773;"Schottenring";79;"R"
1111375108;1085619809;"Schottentor";18;"R"
1111375109;1085618677;"Parlament";16;"R"
1111375113;1085618535;"Oper/Karlsplatz U";13;"R"
1111375115;1085613945;"Burgring";14;"R"
1111375116;1085613954;"Rathausplatz/Burgtheater";17;"R"
1111375117;1085613969;"Börse";19;"R"
1111375118;1085613983;"Bösendorferstraße/Karlsplatz U";31;"R"
1111375120;1085614251;"Ring/Volkstheater U";15;"R"
1111375485;1085621652;"Stadtpark";4423;"H"
1111375486;1085620517;"Meidling HauptstraÃŸe";4413;"H"
1111375487;1085622251;"Unter St. Veit";4405;"H"
1111375488;1085620060;"Schönbrunn";4411;"H"
1111375489;1085619773;"Schottenring";4429;"H"
1111375490;1085616228;"Friedensbrücke";4433;"H"
1111375491;1085618000;"Karlsplatz";4421;"H"
1111375492;1085618833;"Pilgramgasse";4417;"H"
1111375493;1085613752;"Braunschweiggasse";4407;"H"
1111375494;1085618143;"Kettenbrückengasse";4419;"H"
1111375495;1085618424;"Ober St. Veit";4403;"H"
1111375496;1085619931;"Schwedenplatz";4427;"H"
1111375497;1085615567;"Wien Mitte-Landstraße";4425;"H"
1111375498;1085619517;"Roßauer Lände";4431;"H"
1111375499;1085616999;"Heiligenstadt";4435;"H"
1111375500;1085619120;"Spittelau";4439;"H"
1111375501;1085617196;"Hietzing";4409;"H"
1111375502;1085620242;"LÃ¤ngenfeldgasse";4437;"H"
1111375503;1085617412;"Hütteldorf";4401;"H"
1111375504;1085620283;"Margaretengürtel";4415;"H"
1111375527;1085621652;"Stadtpark";4414;"R"
1111375528;1085620517;"Meidling HauptstraÃŸe";4424;"R"
1111375529;1085622251;"Unter St. Veit";4432;"R"
1111375530;1085620060;"Schönbrunn";4426;"R"
1111375531;1085619773;"Schottenring";4408;"R"
1111375532;1085616228;"Friedensbrücke";4404;"R"
1111375533;1085618000;"Karlsplatz";4416;"R"
1111375534;1085618833;"Pilgramgasse";4420;"R"
1111375535;1085618143;"Kettenbrückengasse";4418;"R"
1111375536;1085618424;"Ober St. Veit";4434;"R"
1111375537;1085613752;"Braunschweiggasse";4430;"R"
1111375538;1085619931;"Schwedenplatz";4410;"R"
1111375539;1085615567;"Wien Mitte-Landstraße";4412;"R"
1111375540;1085619517;"Roßauer Lände";4406;"R"
1111375541;1085616999;"Heiligenstadt";4402;"R"
1111375542;1085619120;"Spittelau";4440;"R"
1111375543;1085617196;"Hietzing";4428;"R"
1111375544;1085620242;"LÃ¤ngenfeldgasse";4438;"R"
1111375545;1085617412;"Hütteldorf";4436;"R"
1111375546;1085620283;"Margaretengürtel";4422;"R"
1111375747;1085614546;"Eselstiege";8875;"H"
1111375748;1085622528;"Wallishaussergasse";8874;"H"
1111375749;1085620609;"Mitterberg";8884;"H"
1111375750;1085621326;"Siedlung Heuberg";8881;"H"
1111375751;1085618853;"Plachygasse";8880;"H"
1111375752;1085613662;"Kretschekgasse";8877;"H"
1111375753;1085613738;"Braungasse";8873;"H"
1111375754;1085616762;"Dornbach";1349;"H"
1111375755;1085618887;"Veletaweg";8882;"H"
1111375756;1085619869;"Schrammelgasse";8878;"H"
1111375757;1085616556;"Grasgasse";8883;"H"
1111375758;1085615473;"Röntgengasse";8876;"H"
1111375759;1085617099;"Hernals";8869;"H"
1111375760;1085614209;"Dornbacher Straße";1350;"H"
1111375761;1085617181;"Heuberg";8879;"H"
1111375762;1085617185;"Heuberggasse";8872;"H"
1111375780;1085614546;"Eselstiege";8891;"R"
1111375781;1085622528;"Wallishaussergasse";8892;"R"
1111375782;1085620609;"Mitterberg";8884;"R"
1111375783;1085622362;"Grabengasse";8885;"R"
1111375784;1085620657;"Moosgasse";8886;"R"
1111375785;1085618853;"Plachygasse";8887;"R"
1111375786;1085613662;"Kretschekgasse";8889;"R"
1111375787;1085613738;"Braungasse";8893;"R"
1111375788;1085616762;"Dornbach";8896;"R"
1111375789;1085615473;"Röntgengasse";8890;"R"
1111375790;1085617099;"Hernals";1348;"R"
1111375791;1085614209;"Dornbacher Straße";8895;"R"
1111375792;1085617181;"Heuberg";8879;"R"
1111375793;1085617181;"Heuberg";8888;"R"
1111375794;1085617185;"Heuberggasse";8894;"R"
1111375910;1085614550;"Eslarngasse";282;"H"
1111375911;1085622548;"Hintzerstraße";254;"H"
1111375912;1085622373;"St. Marx";2628;"H"
1111375913;1085622696;"Weyrgasse";338;"H"
1111375914;1085619411;"Rochusgasse";296;"H"
1111375915;1085615195;"Barichgasse";281;"H"
1111375916;1085616553;"Grasbergergasse";289;"H"
1111375917;1085615567;"Wien Mitte-Landstraße";253;"H"
1111375918;1085619115;"Rabengasse";283;"H"
1111375919;1085615721;"St. Marx/Leberstraße";6051;"H"
1111375920;1085614229;"Stubentor";268;"H"
1111375921;1085617300;"Hofmannsthalgasse";290;"H"
1111375922;1085619631;"Viehmarktgasse";287;"H"
1111375937;1085614550;"Eslarngasse";295;"R"
1111375938;1085622548;"Hintzerstraße";267;"R"
1111375939;1085622373;"St. Marx";2628;"R"
1111375940;1085622696;"Weyrgasse";298;"R"
1111375941;1085619411;"Rochusgasse";297;"R"
1111375942;1085615195;"Barichgasse";266;"R"
1111375943;1085615567;"Wien Mitte-Landstraße";259;"R"
1111375944;1085619115;"Rabengasse";294;"R"
1111375945;1085615721;"St. Marx/Leberstraße";6051;"R"
1111375946;1085614229;"Stubentor";268;"R"
1111375947;1085614229;"Stubentor";291;"R"
1111375948;1085621150;"Petrusgasse";292;"R"
1111376215;1085621857;"Strozzigasse";663;"H"
1111376216;1085621903;"Hauptbahnhof";39;"H"
1111376217;1085614555;"Esterházygasse";682;"H"
1111376218;1085623187;"Lederergasse";662;"H"
1111376219;1085619299;"Westbahnstraße/Neubaugasse";665;"H"
1111376220;1085617647;"Johann-Strauß-Gasse";673;"H"
1111376221;1085623050;"Ziegelofengasse";671;"H"
1111376222;1085618202;"Burggasse/Neubaugasse";664;"H"
1111376223;1085613576;"Belvederegasse";675;"H"
1111376224;1085614906;"Neubaugasse";688;"H"
1111376225;1085618096;"Haus des Meeres";668;"H"
1111376226;1085618833;"Pilgramgasse";669;"H"
1111376227;1085618849;"Kolschitzkygasse";676;"H"
1111376228;1085615662;"Laudongasse";661;"H"
1111376229;1085619167;"Rainergasse";674;"H"
1111376230;1085615742;"Leibenfrostgasse";672;"H"
1111376231;1085621478;"Skodagasse";660;"H"
1111376232;1085620309;"Margaretenplatz/Schönbrunner Straße";670;"H"
1111376255;1085621903;"Hauptbahnhof";39;"R"
1111376256;1085614555;"Esterházygasse";773;"R"
1111376257;1085622123;"Theater in der Josefstadt";707;"R"
1111376258;1085619299;"Westbahnstraße/Neubaugasse";665;"R"
1111376259;1085617647;"Johann-Strauß-Gasse";695;"R"
1111376260;1085620640;"Mommsengasse";691;"R"
1111376261;1085623050;"Ziegelofengasse";697;"R"
1111376262;1085615028;"Argentinierstraße";692;"R"
1111376263;1085618653;"Karl-Popper-Straße";40;"R"
1111376264;1085618202;"Burggasse/Neubaugasse";3529;"R"
1111376265;1085614906;"Neubaugasse";702;"R"
1111376266;1085618830;"Piaristengasse";706;"R"
1111376267;1085618833;"Pilgramgasse";699;"R"
1111376268;1085618849;"Kolschitzkygasse";693;"R"
1111376269;1085618101;"Kellermanngasse";705;"R"
1111376270;1085615662;"Laudongasse";708;"R"
1111376271;1085619167;"Rainergasse";694;"R"
1111376272;1085615742;"Leibenfrostgasse";696;"R"
1111376273;1085621478;"Skodagasse";660;"R"
1111376274;1085620309;"Margaretenplatz/Schönbrunner Straße";698;"R"
1111376291;1085621174;"Handelskai";624;"H"
1111376292;1085622453;"Vorgartenstraße";649;"H"
1111376293;1085622496;"Walcherstraße";619;"H"
1111376294;1085617771;"Jungstraße";647;"H"
1111376295;1085618715;"Pensionsversicherungsanstalt";2975;"H"
1111376296;1085616266;"Friedrich-Engels-Platz";590;"H"
1111376297;1085614678;"Allerheiligengasse";623;"H"
1111376298;1085615657;"Lassallestraße";648;"H"
1111376299;1085617228;"Hillerstraße";618;"H"
1111376300;1085617228;"Hillerstraße";2746;"H"
1111376301;1085617347;"Holubstraße";620;"H"
1111376302;1085614426;"Engerthstraße/Innstraße";621;"H"
1111376303;1085614430;"Engerthstraße/Traisengasse";617;"H"
1111376318;1085621174;"Handelskai";591;"R"
1111376319;1085622453;"Vorgartenstraße";597;"R"
1111376320;1085622496;"Walcherstraße";596;"R"
1111376321;1085617771;"Jungstraße";646;"R"
1111376322;1085618715;"Pensionsversicherungsanstalt";650;"R"
1111376323;1085616266;"Friedrich-Engels-Platz";590;"R"
1111376324;1085614678;"Allerheiligengasse";592;"R"
1111376325;1085615657;"Lassallestraße";645;"R"
1111376326;1085617228;"Hillerstraße";2746;"R"
1111376327;1085617347;"Holubstraße";595;"R"
1111376328;1085614426;"Engerthstraße/Innstraße";594;"R"
1111376329;1085614430;"Engerthstraße/Traisengasse";593;"R"
1111376658;1085623709;"Grundäckergasse";2553;"H"
1111376659;1085621795;"Stockholmer Platz";2236;"H"
1111376660;1085617623;"Johann-Friedl-Gasse";1988;"H"
1111376661;1085622279;"Unterlaa";1523;"H"
1111376662;1085622287;"Unterlaaer Straße";1989;"H"
1111376663;1085622565;"Weidelstraße";2912;"H"
1111376664;1085623107;"Kurt-Tichy-Gasse";1975;"H"
1111376665;1085622745;"Neulaa";2931;"H"
1111376666;1085613677;"Bischofgasse";1985;"H"
1111376667;1085618511;"Oberlaaer Platz";1987;"H"
1111376668;1085614623;"Alaudagasse";2900;"H"
1111376669;1085615806;"Leopoldsdorfer Straße";1986;"H"
1111376670;1085617233;"Himberger Straße";2909;"H"
1111376671;1085617233;"Himberger Straße";2929;"H"
1111376672;1085620130;"Sebastianbrücke";1990;"H"
1111376673;1085617473;"Hämmerlegasse";1984;"H"
1111376692;1085623709;"Grundäckergasse";2554;"R"
1111376693;1085621795;"Stockholmer Platz";3190;"R"
1111376694;1085617623;"Johann-Friedl-Gasse";1994;"R"
1111376695;1085622279;"Unterlaa";1523;"R"
1111376696;1085622287;"Unterlaaer Straße";1993;"R"
1111376697;1085622565;"Weidelstraße";2928;"R"
1111376698;1085623107;"Kurt-Tichy-Gasse";1976;"R"
1111376699;1085622745;"Neulaa";2930;"R"
1111376700;1085613677;"Bischofgasse";1997;"R"
1111376701;1085618511;"Oberlaaer Platz";1995;"R"
1111376702;1085614623;"Alaudagasse";2900;"R"
1111376703;1085615806;"Leopoldsdorfer Straße";1996;"R"
1111376704;1085617233;"Himberger Straße";2929;"R"
1111376705;1085620130;"Sebastianbrücke";1992;"R"
1111376706;1085617473;"Hämmerlegasse";1998;"R"
1111376794;1085623947;"Linzer Straße/Flötzersteig";3232;"H"
1111376795;1085620799;"Cossmanngasse";3230;"H"
1111376796;1085620802;"Deutschordenstraße";3231;"H"
1111376797;1085620809;"Wahlberggasse";3234;"H"
1111376798;1085620812;"Henckellgasse";3235;"H"
1111376799;1085620816;"Hüttelberg";3236;"H"
1111376800;1085615175;"Rettichgasse";1459;"H"
1111376801;1085619485;"Rosentalgasse";1460;"H"
1111376802;1085617412;"Hütteldorf";5697;"H"
1111376812;1085623950;"Bahnhofstraße";3241;"R"
1111376813;1085620812;"Henckellgasse";3237;"R"
1111376814;1085620816;"Hüttelberg";3236;"R"
1111376815;1085620819;"Steinböckengasse";3238;"R"
1111376816;1085615175;"Rettichgasse";1464;"R"
1111376817;1085619485;"Rosentalgasse";3239;"R"
1111376818;1085617412;"Hütteldorf";5697;"R"
1111377041;1085623939;"Absbergbrücke";4842;"H"
1111377042;1097899526;"An der Kuhtrift";3914;"H"
1111377043;1085623580;"Gartenschaugasse";3796;"H"
1111377044;1085622130;"Theodor-Sickel-Gasse";2994;"H"
1111377045;1085616011;"Filmteichstraße";3795;"H"
1111377046;1085622500;"Waldgasse";2990;"H"
1111377047;1085622311;"Urselbrunnengasse";2993;"H"
1111377048;1085619348;"Reumannplatz";2991;"H"
1111377049;1085618349;"Oberlaa";5065;"H"
1111377050;1085621337;"Siedlung Südost";793;"H"
1111377051;1085613865;"Bergtaidingweg";3797;"H"
1111377052;1085615480;"Kronawettergasse";2996;"H"
1111377053;1085614389;"Eisenstadtplatz";2992;"H"
1111377068;1085623939;"Absbergbrücke";2629;"R"
1111377069;1085623580;"Gartenschaugasse";3799;"R"
1111377070;1085622130;"Theodor-Sickel-Gasse";3016;"R"
1111377071;1085616011;"Filmteichstraße";3013;"R"
1111377072;1085622500;"Waldgasse";3027;"R"
1111377073;1085622311;"Urselbrunnengasse";3017;"R"
1111377074;1085619348;"Reumannplatz";2991;"R"
1111377075;1085618349;"Oberlaa";5065;"R"
1111377076;1085621337;"Siedlung Südost";802;"R"
1111377077;1085613865;"Bergtaidingweg";3798;"R"
1111377078;1085615480;"Kronawettergasse";3014;"R"
1111377079;1085614389;"Eisenstadtplatz";3018;"R"
1111377096;1085622018;"Hirschstetten, Süßenbrunner Str.";1078;"H"
1111377097;1085617844;"Kagraner Platz";3066;"H"
1111377098;1085620674;"Murraygasse";3111;"H"
1111377099;1085614791;"Zanggasse";3009;"H"
1111377100;1085614799;"Am Heidjöchl";5728;"H"
1111377101;1085618878;"Pogrelzstraße";1069;"H"
1111377102;1085616489;"Gladiolenweg";3112;"H"
1111377103;1085615458;"Kraygasse";3068;"H"
1111377104;1085619046;"Prinzgasse";3005;"H"
1111377105;1085614600;"Afritschgasse";1068;"H"
1111377106;1085616968;"Hausfeldstraße";8637;"H"
1111377107;1085617264;"Hirschstetten Ort";1070;"H"
1111377108;1085617271;"Blumengärten Hirschstetten";3110;"H"
1111377123;1085622018;"Hirschstetten, Süßenbrunner Str.";1079;"R"
1111377124;1085617844;"Kagraner Platz";998;"R"
1111377125;1085620674;"Murraygasse";3117;"R"
1111377126;1085614799;"Am Heidjöchl";2737;"R"
1111377127;1085615079;"Frederick-Loewe-Weg";5823;"R"
1111377128;1085618878;"Pogrelzstraße";1086;"R"
1111377129;1085616489;"Gladiolenweg";3010;"R"
1111377130;1085615458;"Kraygasse";3069;"R"
1111377131;1085614600;"Afritschgasse";1087;"R"
1111377132;1085616968;"Hausfeldstraße";2736;"R"
1111377133;1085617264;"Hirschstetten Ort";1085;"R"
1111377134;1085617271;"Blumengärten Hirschstetten";3118;"R"
1111377245;1085623374;"Taborstraße";4261;"H"
1111377246;1085623394;"Messe-Prater";4259;"H"
1111377247;1085623408;"Krieau";4258;"H"
1111377248;1085623420;"Stadion";4257;"H"
1111377249;1085621608;"Stadlau";4254;"H"
1111377250;1085614523;"Donaustadtbrücke";4256;"H"
1111377251;1085615926;"Aspernstraße";4251;"H"
1111377252;1085620737;"Aspern Nord";4278;"H"
1111377253;1085619773;"Schottenring";4201;"H"
1111377254;1085619809;"Schottentor";4203;"H"
1111377255;1085618308;"Seestadt";4277;"H"
1111377256;1085618953;"Praterstern";4260;"H"
1111377257;1085616885;"Hardeggasse";4253;"H"
1111377258;1085616968;"Hausfeldstraße";4279;"H"
1111377259;1085621525;"Donauspital";4252;"H"
1111377260;1085614439;"Donaumarina";4255;"H"
1111377279;1085623374;"Taborstraße";4262;"R"
1111377280;1085623394;"Messe-Prater";4264;"R"
1111377281;1085623408;"Krieau";4265;"R"
1111377282;1085623420;"Stadion";4266;"R"
1111377283;1085621608;"Stadlau";4269;"R"
1111377284;1085614523;"Donaustadtbrücke";4267;"R"
1111377285;1085615926;"Aspernstraße";4272;"R"
1111377286;1085620737;"Aspern Nord";4275;"R"
1111377287;1085619773;"Schottenring";4214;"R"
1111377288;1085619809;"Schottentor";4212;"R"
1111377289;1085618308;"Seestadt";4276;"R"
1111377290;1085616885;"Hardeggasse";4270;"R"
1111377291;1085618953;"Praterstern";4263;"R"
1111377292;1085616968;"Hausfeldstraße";4274;"R"
1111377293;1085621525;"Donauspital";4271;"R"
1111377294;1085614439;"Donaumarina";4268;"R"
1111377317;1085623496;"Ferdinand-Platzer-Gasse";3882;"H"
1111377318;1085623500;"Kaisergrund/Franz-Sebek-Straße";3884;"H"
